Samples	Data Label	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K
TCGA-BF-AAP2-01	SKCM	0.4342607746863066	0.3453355155482815	0.0	0.12002182214948172	0.0	0.0	0.0	0.10038188761593017	0.0	0.0	0.0
TCGA-BF-AAP4-01	SKCM	0.40213523131672596	0.36743772241992884	0.0	0.11743772241992882	0.0	0.0	0.0	0.1103202846975089	0.0026690391459074734	0.0	0.0
TCGA-BF-AAP6-01	SKCM	0.1978021978021978	0.32967032967032966	0.0	0.0989010989010989	0.0	0.0	0.13186813186813187	0.23076923076923078	0.0	0.01098901098901099	0.0
TCGA-BF-AAP7-01	SKCM	0.3478964401294498	0.36084142394822005	0.0	0.12135922330097088	0.0	0.0016181229773462784	0.011326860841423949	0.1407766990291262	0.003236245954692557	0.012944983818770227	0.0
TCGA-BF-AAP8-01	SKCM	0.0	0.07142857142857142	0.0	0.0	0.21428571428571427	0.2857142857142857	0.14285714285714285	0.0	0.07142857142857142	0.21428571428571427	0.0
TCGA-D3-A1Q1-06	SKCM	0.014925373134328358	0.05970149253731343	0.0	0.014925373134328358	0.44776119402985076	0.2537313432835821	0.05970149253731343	0.04477611940298507	0.029850746268656716	0.07462686567164178	0.0
TCGA-D3-A1Q3-06	SKCM	0.02	0.0	0.0	0.06	0.0	0.0	0.18	0.08	0.1	0.44	0.12
TCGA-D3-A1Q4-06	SKCM	0.5121293800539084	0.22371967654986524	0.01078167115902965	0.14824797843665768	0.0	0.01078167115902965	0.02425876010781671	0.06199460916442048	0.0026954177897574125	0.005390835579514825	0.0
TCGA-D3-A1Q5-06	SKCM	0.4186991869918699	0.3983739837398374	0.014227642276422764	0.0508130081300813	0.0	0.0	0.0	0.11788617886178862	0.0	0.0	0.0
TCGA-D3-A1Q6-06	SKCM	0.35345581802274717	0.4094488188976378	0.0	0.14610673665791776	0.0	0.0	0.008748906386701663	0.07961504811898512	0.0026246719160104987	0.0	0.0
TCGA-D3-A1Q7-06	SKCM	0.4198473282442748	0.3282442748091603	0.0	0.08396946564885496	0.0	0.0	0.03816793893129771	0.1297709923664122	0.0	0.0	0.0
TCGA-D3-A1Q8-06	SKCM	0.35802469135802467	0.36728395061728397	0.0	0.11728395061728394	0.0	0.0	0.033950617283950615	0.10185185185185185	0.021604938271604937	0.0	0.0
TCGA-D3-A1Q9-06	SKCM	0.023809523809523808	0.09523809523809523	0.14285714285714285	0.047619047619047616	0.07142857142857142	0.023809523809523808	0.16666666666666666	0.07142857142857142	0.11904761904761904	0.14285714285714285	0.09523809523809523
TCGA-D3-A1QA-06	SKCM	0.40728476821192056	0.2599337748344371	0.0	0.17549668874172186	0.0	0.013245033112582781	0.016556291390728478	0.12251655629139073	0.004966887417218543	0.0	0.0
TCGA-D3-A1QB-06	SKCM	0.3781190019193858	0.3378119001919386	0.0	0.12667946257197696	0.0	0.0	0.04990403071017274	0.10556621880998081	0.0019193857965451055	0.0	0.0
TCGA-D3-A2J6-06	SKCM	0.11538461538461539	0.11538461538461539	0.15384615384615385	0.15384615384615385	0.0	0.038461538461538464	0.19230769230769232	0.15384615384615385	0.0	0.07692307692307693	0.0
TCGA-D3-A2J7-06	SKCM	0.3726315789473684	0.36	0.0	0.16631578947368422	0.0	0.0	0.0	0.10105263157894737	0.0	0.0	0.0
TCGA-D3-A2J8-06	SKCM	0.49355670103092786	0.20103092783505155	0.0	0.16752577319587628	0.0	0.0	0.0	0.13530927835051546	0.002577319587628866	0.0	0.0
TCGA-D3-A2J9-06	SKCM	0.3684210526315789	0.3157894736842105	0.010526315789473684	0.06315789473684211	0.0	0.05263157894736842	0.07368421052631578	0.11578947368421053	0.0	0.0	0.0
TCGA-D3-A2JA-06	SKCM	0.39271255060728744	0.32793522267206476	0.0	0.12753036437246965	0.006072874493927126	0.018218623481781375	0.01417004048582996	0.11133603238866396	0.0	0.0020242914979757085	0.0
TCGA-D3-A2JB-06	SKCM	0.1111111111111111	0.05555555555555555	0.3333333333333333	0.0	0.2222222222222222	0.0	0.05555555555555555	0.1111111111111111	0.1111111111111111	0.0	0.0
TCGA-D3-A2JC-06	SKCM	0.3804347826086957	0.3333333333333333	0.0	0.08333333333333333	0.0	0.025362318840579712	0.0	0.16304347826086957	0.0	0.014492753623188406	0.0
TCGA-D3-A2JD-06	SKCM	0.40942028985507245	0.41304347826086957	0.0	0.09239130434782608	0.0	0.0	0.0	0.08152173913043478	0.0018115942028985507	0.0	0.0018115942028985507
TCGA-D3-A2JE-06	SKCM	0.41125541125541126	0.3225108225108225	0.0	0.12121212121212122	0.0	0.012987012987012988	0.012987012987012988	0.08874458874458875	0.004329004329004329	0.0	0.025974025974025976
TCGA-D3-A2JF-06	SKCM	0.44883485309017224	0.30851063829787234	0.0	0.1408308004052685	0.0	0.0	0.0	0.10182370820668693	0.0	0.0	0.0
TCGA-D3-A2JG-06	SKCM	0.3783783783783784	0.32432432432432434	0.0	0.1554054054054054	0.0	0.013513513513513514	0.033783783783783786	0.08108108108108109	0.0	0.0	0.013513513513513514
TCGA-D3-A2JH-06	SKCM	0.3481828839390387	0.3493552168815944	0.0	0.15005861664712777	0.0	0.0011723329425556857	0.01875732708089097	0.1324736225087925	0.0	0.0	0.0
TCGA-D3-A2JK-06	SKCM	0.3882063882063882	0.3415233415233415	0.012285012285012284	0.14004914004914004	0.0	0.0	0.036855036855036855	0.07862407862407862	0.002457002457002457	0.0	0.0
TCGA-D3-A2JL-06	SKCM	0.3840909090909091	0.28863636363636364	0.0	0.18409090909090908	0.0	0.006818181818181818	0.05454545454545454	0.07954545454545454	0.0	0.0022727272727272726	0.0
TCGA-D3-A2JN-06	SKCM	0.34977578475336324	0.33856502242152464	0.0	0.18834080717488788	0.0	0.02242152466367713	0.002242152466367713	0.08520179372197309	0.008968609865470852	0.002242152466367713	0.002242152466367713
TCGA-D3-A2JO-06	SKCM	0.4863258026159334	0.1938168846611177	0.0	0.13436385255648037	0.016646848989298454	0.0	0.028537455410225922	0.09512485136741974	0.015457788347205707	0.029726516052318668	0.0
TCGA-D3-A2JP-06	SKCM	0.3398328690807799	0.34540389972144847	0.0	0.15598885793871867	0.0	0.0	0.0	0.1532033426183844	0.005571030640668524	0.0	0.0
TCGA-D3-A3BZ-06	SKCM	0.037037037037037035	0.0	0.0	0.0	0.30864197530864196	0.1111111111111111	0.13580246913580246	0.012345679012345678	0.1111111111111111	0.04938271604938271	0.2345679012345679
TCGA-D3-A3C1-06	SKCM	0.2562814070351759	0.32160804020100503	0.0	0.1306532663316583	0.005025125628140704	0.03015075376884422	0.10050251256281408	0.12562814070351758	0.010050251256281407	0.020100502512562814	0.0
TCGA-D3-A3C3-06	SKCM	0.2823529411764706	0.4117647058823529	0.011764705882352941	0.11764705882352941	0.0	0.011764705882352941	0.07058823529411765	0.061764705882352944	0.03235294117647059	0.0	0.0
TCGA-D3-A3C6-06	SKCM	0.4645161290322581	0.3032258064516129	0.07096774193548387	0.05161290322580645	0.0	0.0	0.0	0.10967741935483871	0.0	0.0	0.0
TCGA-D3-A3C7-06	SKCM	0.4346456692913386	0.315748031496063	0.0	0.14566929133858267	0.0	0.0	0.0031496062992125984	0.09448818897637795	0.0015748031496062992	0.0	0.004724409448818898
TCGA-D3-A3C8-06	SKCM	0.45519203413940257	0.21621621621621623	0.0	0.22901849217638692	0.0	0.0	0.0	0.09815078236130868	0.001422475106685633	0.0	0.0
TCGA-D3-A3CB-06	SKCM	0.4227129337539432	0.24921135646687698	0.0	0.20504731861198738	0.0	0.006309148264984227	0.0	0.1167192429022082	0.0	0.0	0.0
TCGA-D3-A3CC-06	SKCM	0.1282051282051282	0.05128205128205128	0.10256410256410256	0.0	0.23076923076923078	0.02564102564102564	0.05128205128205128	0.0	0.3076923076923077	0.05128205128205128	0.05128205128205128
TCGA-D3-A3CE-06	SKCM	0.325	0.025	0.0	0.025	0.3	0.0	0.25	0.025	0.0	0.05	0.0
TCGA-D3-A3CF-06	SKCM	0.023809523809523808	0.16666666666666666	0.2619047619047619	0.0	0.047619047619047616	0.0	0.3333333333333333	0.047619047619047616	0.11904761904761904	0.0	0.0
TCGA-D3-A3ML-06	SKCM	0.4282334384858044	0.250788643533123	0.0	0.20110410094637224	0.0	0.0	0.00946372239747634	0.11041009463722397	0.0	0.0	0.0
TCGA-D3-A3MO-06	SKCM	0.25301204819277107	0.14457831325301204	0.07228915662650602	0.13253012048192772	0.0	0.024096385542168676	0.14457831325301204	0.060240963855421686	0.060240963855421686	0.10843373493975904	0.0
TCGA-D3-A3MR-06	SKCM	0.42650807136788443	0.3254035683942226	0.0	0.1393372982158029	0.0	0.0	0.0033984706881903144	0.10025488530161428	0.005097706032285472	0.0	0.0
TCGA-D3-A3MU-06	SKCM	0.48942598187311176	0.24018126888217523	0.0	0.1797583081570997	0.0	0.0	0.04380664652567976	0.03625377643504532	0.0075528700906344415	0.0	0.0030211480362537764
TCGA-D3-A3MV-06	SKCM	0.4054421768707483	0.27755102040816326	0.0	0.19727891156462585	0.0	0.0	0.005442176870748299	0.11428571428571428	0.0	0.0	0.0
TCGA-D3-A51E-06	SKCM	0.3233695652173913	0.35597826086956524	0.0	0.12228260869565218	0.0	0.0	0.024456521739130436	0.15489130434782608	0.0	0.019021739130434784	0.0
TCGA-D3-A51F-06	SKCM	0.3515151515151515	0.4727272727272727	0.006060606060606061	0.09696969696969697	0.0	0.024242424242424242	0.0	0.04242424242424243	0.006060606060606061	0.0	0.0
TCGA-D3-A51G-06	SKCM	0.34023668639053256	0.38698224852071006	0.0	0.1319526627218935	0.0	0.0	0.017159763313609466	0.12366863905325444	0.0	0.0	0.0
TCGA-D3-A51H-06	SKCM	0.4	0.25	0.0	0.25	0.05	0.0	0.05	0.0	0.0	0.0	0.0
TCGA-D3-A51J-06	SKCM	0.4094616639477977	0.3703099510603589	0.0	0.12071778140293637	0.0	0.0	0.004893964110929853	0.08809135399673736	0.0065252854812398045	0.0	0.0
TCGA-D3-A51K-06	SKCM	0.03125	0.09375	0.125	0.0	0.0	0.34375	0.0	0.0	0.125	0.125	0.15625
TCGA-D3-A51N-06	SKCM	0.2773109243697479	0.33613445378151263	0.0	0.13445378151260504	0.12605042016806722	0.0	0.08403361344537816	0.03361344537815126	0.008403361344537815	0.0	0.0
TCGA-D3-A51R-06	SKCM	0.44008264462809915	0.27582644628099173	0.0	0.17148760330578514	0.0	0.0	0.005165289256198347	0.10743801652892562	0.0	0.0	0.0
TCGA-D3-A51T-06	SKCM	0.395910780669145	0.35315985130111527	0.0	0.1524163568773234	0.0	0.0	0.0006195786864931846	0.09789343246592318	0.0	0.0	0.0
TCGA-D3-A5GL-06	SKCM	0.389948006932409	0.29809358752166376	0.0	0.10398613518197573	0.0	0.0	0.06239168110918544	0.09185441941074524	0.0017331022530329288	0.0415944540727903	0.010398613518197574
TCGA-D3-A5GN-06	SKCM	0.5142002989536621	0.26756352765321373	0.0	0.1375186846038864	0.0	0.007473841554559043	0.008968609865470852	0.06427503736920777	0.0	0.0	0.0
TCGA-D3-A5GO-06	SKCM	0.4522058823529412	0.27068014705882354	0.0	0.18244485294117646	0.0	0.0	0.0009191176470588235	0.09375	0.0	0.0	0.0
TCGA-D3-A5GR-06	SKCM	0.40625	0.2840909090909091	0.0	0.16761363636363635	0.036931818181818184	0.011363636363636364	0.02556818181818182	0.045454545454545456	0.005681818181818182	0.017045454545454544	0.0
TCGA-D3-A5GS-06	SKCM	0.39748201438848924	0.3830935251798561	0.0	0.17086330935251798	0.0	0.0	0.0	0.048561151079136694	0.0	0.0	0.0
TCGA-D3-A5GT-01	SKCM	0.0	0.0	0.07692307692307693	0.038461538461538464	0.15384615384615385	0.15384615384615385	0.38461538461538464	0.07692307692307693	0.0	0.07692307692307693	0.038461538461538464
TCGA-D3-A5GU-06	SKCM	0.3150147203140334	0.44160942100098133	0.0	0.15407262021589793	0.0	0.015701668302257114	0.001962708537782139	0.06673209028459273	0.004906771344455349	0.0	0.0
TCGA-D3-A8GB-06	SKCM	0.3551912568306011	0.3907103825136612	0.0	0.15027322404371585	0.0	0.0	0.0	0.10109289617486339	0.00273224043715847	0.0	0.0
TCGA-D3-A8GC-06	SKCM	0.43313201035375326	0.3451251078515962	0.0	0.1449525452976704	0.0	0.0	0.0	0.07679033649698015	0.0	0.0	0.0
TCGA-D3-A8GD-06	SKCM	0.16666666666666666	0.23484848484848486	0.03787878787878788	0.11363636363636363	0.13636363636363635	0.0	0.09848484848484848	0.12878787878787878	0.0	0.07575757575757576	0.007575757575757576
TCGA-D3-A8GE-06	SKCM	0.0	0.0	0.125	0.0	0.625	0.0	0.0	0.0	0.125	0.125	0.0
TCGA-D3-A8GI-06	SKCM	0.4368086283185841	0.2364491150442478	0.0	0.22414269911504425	0.0	0.0	0.0038716814159292035	0.09872787610619468	0.0	0.0	0.0
TCGA-D3-A8GJ-06	SKCM	0.48161764705882354	0.2426470588235294	0.0	0.11029411764705882	0.0	0.003676470588235294	0.04044117647058824	0.11764705882352941	0.003676470588235294	0.0	0.0
TCGA-D3-A8GK-06	SKCM	0.4573934837092732	0.29197994987468673	0.0	0.17042606516290726	0.0	0.0012531328320802004	0.006265664160401002	0.06265664160401002	0.005012531328320802	0.005012531328320802	0.0
TCGA-D3-A8GL-06	SKCM	0.43737807257120564	0.2976980101443621	0.0	0.166601638704643	0.0	0.0	0.0	0.09832227857978931	0.0	0.0	0.0
TCGA-D3-A8GM-06	SKCM	0.40408085430968727	0.22692601067887108	0.0	0.14130434782608695	0.0	0.057780320366132724	0.06445461479786423	0.05644546147978642	0.0	0.04900839054157132	0.0
TCGA-D3-A8GN-06	SKCM	0.4046920821114369	0.3255131964809384	0.0	0.12316715542521994	0.0	0.005865102639296188	0.01466275659824047	0.12609970674486803	0.0	0.0	0.0
TCGA-D3-A8GO-06	SKCM	0.435	0.31125	0.0	0.1475	0.0	0.0	0.00875	0.09375	0.0	0.00375	0.0
TCGA-D3-A8GP-06	SKCM	0.4272959183673469	0.2512755102040816	0.0	0.1326530612244898	0.012755102040816327	0.006377551020408163	0.016581632653061226	0.1211734693877551	0.008928571428571428	0.017857142857142856	0.00510204081632653
TCGA-D3-A8GQ-06	SKCM	0.4209994952044422	0.22766279656739022	0.0	0.2397778899545684	0.0	0.0	0.0	0.11155981827359919	0.0	0.0	0.0
TCGA-D3-A8GR-06	SKCM	0.4238921001926782	0.35067437379576105	0.0	0.08285163776493257	0.0	0.0038535645472061657	0.005780346820809248	0.09826589595375723	0.009633911368015413	0.019267822736030827	0.005780346820809248
TCGA-D3-A8GS-06	SKCM	0.3924914675767918	0.378839590443686	0.0034129692832764505	0.10921501706484642	0.0	0.030716723549488054	0.027303754266211604	0.05460750853242321	0.0	0.0	0.0034129692832764505
TCGA-D3-A8GV-06	SKCM	0.39892665474060823	0.2629695885509839	0.0	0.18246869409660108	0.0	0.0035778175313059034	0.014311270125223614	0.12880143112701253	0.0	0.008944543828264758	0.0
TCGA-D9-A148-06	SKCM	0.3005181347150259	0.3704663212435233	0.0	0.17875647668393782	0.0025906735751295338	0.0	0.04404145077720207	0.08031088082901554	0.012953367875647668	0.010362694300518135	0.0
TCGA-D9-A149-06	SKCM	0.3710691823899371	0.34591194968553457	0.0	0.10377358490566038	0.0	0.0	0.0660377358490566	0.1069182389937107	0.006289308176100629	0.0	0.0
TCGA-D9-A1JW-06	SKCM	0.4769108280254777	0.3320063694267516	0.0	0.08519108280254777	0.0	0.0023885350318471337	0.0	0.08280254777070063	0.0031847133757961785	0.01751592356687898	0.0
TCGA-D9-A1JX-06	SKCM	0.3705179282868526	0.2549800796812749	0.0	0.14741035856573706	0.0	0.00398406374501992	0.0199203187250996	0.17131474103585656	0.01195219123505976	0.0199203187250996	0.0
TCGA-D9-A1X3-06	SKCM	0.10416666666666667	0.25	0.16666666666666666	0.0	0.10416666666666667	0.125	0.25	0.0	0.0	0.0	0.0
TCGA-D9-A3Z1-06	SKCM	0.39558823529411763	0.3764705882352941	0.0	0.1264705882352941	0.0	0.0	0.01764705882352941	0.0838235294117647	0.0	0.0	0.0
TCGA-D9-A3Z3-06	SKCM	0.45108695652173914	0.1956521739130435	0.0	0.1956521739130435	0.0	0.010869565217391304	0.043478260869565216	0.05434782608695652	0.0	0.03804347826086957	0.010869565217391304
TCGA-D9-A3Z4-01	SKCM	0.3671497584541063	0.40096618357487923	0.0	0.028985507246376812	0.0	0.0	0.10144927536231885	0.07246376811594203	0.004830917874396135	0.024154589371980676	0.0
TCGA-D9-A4Z2-01	SKCM	0.0	0.1935483870967742	0.06451612903225806	0.0	0.16129032258064516	0.1935483870967742	0.03225806451612903	0.12903225806451613	0.0	0.0967741935483871	0.12903225806451613
TCGA-D9-A4Z3-01	SKCM	0.48794063079777367	0.4007421150278293	0.0	0.0037105751391465678	0.0	0.012059369202226345	0.025974025974025976	0.04916512059369202	0.01948051948051948	0.0009276437847866419	0.0
TCGA-D9-A4Z5-01	SKCM	0.06818181818181818	0.10227272727272728	0.4659090909090909	0.03409090909090909	0.0	0.06818181818181818	0.13636363636363635	0.03409090909090909	0.06818181818181818	0.022727272727272728	0.0
TCGA-D9-A4Z6-06	SKCM	0.4959349593495935	0.2682926829268293	0.0	0.14092140921409213	0.0	0.0	0.01084010840108401	0.08130081300813008	0.0027100271002710027	0.0	0.0
TCGA-D9-A6E9-06	SKCM	0.3983739837398374	0.3252032520325203	0.0	0.13008130081300814	0.0	0.032520325203252036	0.0	0.08130081300813008	0.016260162601626018	0.016260162601626018	0.0
TCGA-D9-A6EA-06	SKCM	0.40382452193475815	0.3262092238470191	0.0	0.18335208098987626	0.0	0.0	0.00562429696287964	0.0719910011248594	0.0	0.0	0.008998875140607425
TCGA-D9-A6EC-06	SKCM	0.2962898751733703	0.23387656033287102	0.0	0.1423370319001387	0.0	0.0	0.0	0.0729889042995839	0.0	0.04074202496532594	0.2137656033287101
TCGA-D9-A6EG-06	SKCM	0.21153846153846154	0.23076923076923078	0.0	0.1346153846153846	0.18269230769230768	0.057692307692307696	0.09615384615384616	0.038461538461538464	0.019230769230769232	0.028846153846153848	0.0
TCGA-DA-A1HV-06	SKCM	0.41711229946524064	0.27593582887700535	0.0	0.21176470588235294	0.0	0.0	0.0	0.09358288770053476	0.0016042780748663102	0.0	0.0
TCGA-DA-A1HW-06	SKCM	0.3473451327433628	0.334070796460177	0.0	0.18141592920353983	0.0	0.0	0.01327433628318584	0.12168141592920353	0.0022123893805309734	0.0	0.0
TCGA-DA-A1HY-06	SKCM	0.45691382765531063	0.375751503006012	0.0	0.08216432865731463	0.0	0.0	0.0	0.08316633266533066	0.002004008016032064	0.0	0.0
TCGA-DA-A1I0-06	SKCM	0.3688046647230321	0.3717201166180758	0.0	0.13994169096209913	0.0	0.0	0.021865889212827987	0.09766763848396501	0.0	0.0	0.0
TCGA-DA-A1I1-06	SKCM	0.3822975517890772	0.3295668549905838	0.0	0.15819209039548024	0.0	0.0	0.015065913370998116	0.11487758945386065	0.0	0.0	0.0
TCGA-DA-A1I2-06	SKCM	0.33519553072625696	0.37988826815642457	0.0	0.1340782122905028	0.0	0.0	0.055865921787709494	0.0670391061452514	0.01675977653631285	0.0111731843575419	0.0
TCGA-DA-A1I4-06	SKCM	0.4198895027624309	0.3149171270718232	0.0	0.1132596685082873	0.0	0.0055248618784530384	0.016574585635359115	0.1132596685082873	0.016574585635359115	0.0	0.0
TCGA-DA-A1I5-06	SKCM	0.4923599320882852	0.2699490662139219	0.0	0.14261460101867574	0.0	0.0	0.0	0.09168081494057725	0.003395585738539898	0.0	0.0
TCGA-DA-A1I7-06	SKCM	0.32348111658456485	0.277504105090312	0.0	0.16748768472906403	0.0	0.0	0.03776683087027915	0.18719211822660098	0.006568144499178982	0.0	0.0
TCGA-DA-A1I8-06	SKCM	0.2976190476190476	0.4087301587301587	0.0	0.15079365079365079	0.003968253968253968	0.011904761904761904	0.03571428571428571	0.031746031746031744	0.01984126984126984	0.03968253968253968	0.0
TCGA-DA-A1IA-06	SKCM	0.30165289256198347	0.4049586776859504	0.0	0.16942148760330578	0.0	0.0	0.06198347107438017	0.04338842975206612	0.012396694214876033	0.006198347107438017	0.0
TCGA-DA-A1IB-06	SKCM	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.25	0.25	0.0
TCGA-DA-A1IC-06	SKCM	0.3766519823788546	0.3436123348017621	0.0	0.10719530102790015	0.0	0.0	0.05800293685756241	0.10352422907488987	0.0007342143906020558	0.010279001468428781	0.0
TCGA-DA-A3F3-06	SKCM	0.4030612244897959	0.22448979591836735	0.0	0.17857142857142858	0.0	0.0	0.05357142857142857	0.14030612244897958	0.0	0.0	0.0
TCGA-DA-A3F5-06	SKCM	0.32603938730853393	0.34573304157549234	0.006564551422319475	0.12035010940919037	0.0	0.0	0.07658643326039387	0.09190371991247265	0.006564551422319475	0.0262582056892779	0.0
TCGA-DA-A3F8-06	SKCM	0.4470802919708029	0.29501216545012166	0.0	0.15936739659367397	0.0	0.0	0.004257907542579075	0.09428223844282238	0.0	0.0	0.0
TCGA-DA-A95V-06	SKCM	0.3682795698924731	0.3279569892473118	0.010752688172043012	0.14516129032258066	0.0	0.0456989247311828	0.03494623655913978	0.0456989247311828	0.013440860215053764	0.0	0.008064516129032258
TCGA-DA-A95W-06	SKCM	0.4166666666666667	0.36574074074074076	0.0	0.08796296296296297	0.0	0.032407407407407406	0.0	0.09722222222222222	0.0	0.0	0.0
TCGA-DA-A95X-06	SKCM	0.3888888888888889	0.2807017543859649	0.0	0.17982456140350878	0.0	0.0	0.011695906432748537	0.13596491228070176	0.0029239766081871343	0.0	0.0
TCGA-DA-A95Y-06	SKCM	0.44919786096256686	0.25846702317290554	0.0	0.12299465240641712	0.0	0.0	0.03208556149732621	0.0944741532976827	0.0017825311942959	0.0338680926916221	0.0071301247771836
TCGA-DA-A95Z-06	SKCM	0.42771084337349397	0.2545180722891566	0.0	0.16490963855421686	0.0	0.0	0.015436746987951807	0.13215361445783133	0.005271084337349397	0.0	0.0
TCGA-DA-A960-01	SKCM	0.3900589721988206	0.2889637742207245	0.0	0.17270429654591407	0.0	0.0	0.014321819713563605	0.13310867733782644	0.0008424599831508003	0.0	0.0
TCGA-EB-A1NK-01	SKCM	0.3673469387755102	0.3010204081632653	0.0	0.15306122448979592	0.0	0.0	0.0663265306122449	0.10204081632653061	0.01020408163265306	0.0	0.0
TCGA-EB-A24C-01	SKCM	0.02857142857142857	0.02857142857142857	0.2	0.05714285714285714	0.0	0.14285714285714285	0.37142857142857144	0.02857142857142857	0.0	0.08571428571428572	0.05714285714285714
TCGA-EB-A24D-01	SKCM	0.3914110429447853	0.3423312883435583	0.0	0.1374233128834356	0.0	0.0	0.033128834355828224	0.09079754601226994	0.0036809815950920245	0.0	0.001226993865030675
TCGA-EB-A299-01	SKCM	0.42028985507246375	0.36231884057971014	0.0	0.10628019323671498	0.0	0.0	0.028985507246376812	0.07729468599033816	0.004830917874396135	0.0	0.0
TCGA-EB-A3HV-01	SKCM	0.2222222222222222	0.2222222222222222	0.19047619047619047	0.20634920634920634	0.0	0.09523809523809523	0.0	0.06349206349206349	0.0	0.0	0.0
TCGA-EB-A3XB-01	SKCM	0.41379310344827586	0.27873563218390807	0.0	0.14080459770114942	0.0	0.0	0.031609195402298854	0.11063218390804598	0.0	0.02442528735632184	0.0
TCGA-EB-A3XC-01	SKCM	0.3961267605633803	0.3503521126760563	0.0	0.10035211267605634	0.0	0.0	0.028169014084507043	0.09683098591549295	0.01056338028169014	0.0	0.017605633802816902
